provider,company_id,created_at,device,indicator_id,affected_service,latitude,longitude,city_id,country_id,source,asn,provider_id,zip,city,state
t-mobile,20097,2026-02-21T23:21:47+00:00,mobile,8,Mobile Internet,36.78,-119.83,5350937.0,89,device,7922.0,3.0,93705,Fresno,CA
t-mobile,20097,2026-02-21T23:24:44+00:00,mobile,981,5G Home Internet,38.95,-77.03,4140963.0,89,ip,21928.0,16.0,20011,Washington,DC
t-mobile,20097,2026-02-21T23:25:42+00:00,mobile,5,Total blackout,25.77,-80.19,4164138.0,89,ip,208172.0,126558.0,33131,Miami,FL
t-mobile,20097,2026-02-21T23:31:25+00:00,mobile,981,5G Home Internet,27.52,-80.4,4156018.0,89,device,6167.0,14.0,34951,Fort Pierce,FL
t-mobile,20097,2026-02-21T23:38:22+00:00,desktop,981,5G Home Internet,33.27,-97.12,4685907.0,89,device,21928.0,119149.0,76207,Denton,TX
t-mobile,20097,2026-02-21T23:39:15+00:00,mobile,7,TV Streaming,41.15,-81.43,5163968.0,89,device,10796.0,38177.0,44262,Munroe Falls,OH
t-mobile,20097,2026-02-21T23:40:17+00:00,mobile,981,5G Home Internet,36.88,-76.15,4791259.0,89,ip,21928.0,16.0,23455,Virginia Beach,VA
t-mobile,20097,2026-02-21T23:41:32+00:00,mobile,9,Mobile Phone,26.58,-81.83,4155995.0,89,ip,21928.0,16.0,33966,Fort Myers,FL
t-mobile,20097,2026-02-21T23:41:33+00:00,mobile,981,5G Home Internet,40.0,-83.88,4525353.0,89,device,21928.0,16.0,45502,Springfield,OH
t-mobile,20097,2026-02-21T23:41:56+00:00,mobile,14,No Signal,41.23,-81.86,5148480.0,89,device,10796.0,38177.0,44212,Brunswick,OH
t-mobile,20097,2026-02-21T23:44:26+00:00,mobile,981,5G Home Internet,38.19,-85.65,4299276.0,89,ip,21928.0,16.0,40218,Louisville,KY
t-mobile,20097,2026-02-21T23:44:44+00:00,mobile,10,Texting / SMS,44.96,-93.26,5037649.0,89,ip,21928.0,16.0,55404,Minneapolis,MN
t-mobile,20097,2026-02-21T23:44:49+00:00,mobile,981,5G Home Internet,33.14,-96.92,4692559.0,89,device,21928.0,119149.0,75036,,
t-mobile,20097,2026-02-21T23:46:25+00:00,mobile,981,5G Home Internet,38.73,-77.07,4744091.0,89,device,21928.0,119149.0,22308,Alexandria,VA
t-mobile,20097,2026-02-21T23:48:47+00:00,mobile,9,Mobile Phone,30.65,-81.45,4155006.0,89,device,6167.0,14.0,32034,Fernandina Beach,FL
t-mobile,20097,2026-02-21T23:49:43+00:00,mobile,7,TV Streaming,27.9,-82.29,4148757.0,89,ip,21928.0,16.0,33511,Brandon,FL
t-mobile,20097,2026-02-21T23:50:35+00:00,mobile,7,TV Streaming,47.49,-122.24,5809844.0,89,ip,21928.0,16.0,98178,Seattle,WA
t-mobile,20097,2026-02-21T23:52:37+00:00,mobile,10,Texting / SMS,39.95,-75.05,4503548.0,89,ip,7922.0,3.0,8109,Merchantville,NJ
t-mobile,20097,2026-02-21T23:54:37+00:00,mobile,981,5G Home Internet,41.24,-80.83,5175865.0,89,device,398378.0,142303.0,44485,Warren,OH
t-mobile,20097,2026-02-21T23:55:02+00:00,mobile,981,5G Home Internet,37.33,-121.84,5392171.0,89,ip,21928.0,16.0,95122,San Jose,CA
t-mobile,20097,2026-02-21T23:56:30+00:00,mobile,8,Mobile Internet,40.69,-73.9,5145066.0,89,device,21928.0,16.0,11385,Ridgewood,NY
t-mobile,20097,2026-02-22T00:00:31+00:00,mobile,981,5G Home Internet,40.62,-79.16,5194868.0,89,ip,6167.0,14.0,15705,,
t-mobile,20097,2026-02-22T00:02:56+00:00,mobile,8,Mobile Internet,33.69,-84.45,4180439.0,89,ip,21928.0,16.0,30344,Atlanta,GA
t-mobile,20097,2026-02-22T00:03:36+00:00,mobile,981,5G Home Internet,41.15,-74.0,5128481.0,89,ip,701.0,12.0,10956,New City,NY
t-mobile,20097,2026-02-22T00:05:07+00:00,mobile,981,5G Home Internet,40.69,-73.9,5145066.0,89,device,6167.0,14.0,11385,Ridgewood,NY
t-mobile,20097,2026-02-22T00:06:54+00:00,mobile,981,5G Home Internet,33.55,-86.89,4049979.0,89,ip,21928.0,16.0,35214,Birmingham,AL
t-mobile,20097,2026-02-22T00:07:25+00:00,mobile,981,5G Home Internet,35.28,-80.76,4460243.0,89,ip,21928.0,16.0,28213,Charlotte,NC
t-mobile,20097,2026-02-22T00:07:27+00:00,desktop,14,No Signal,37.77,-122.44,5391959.0,89,ip,7922.0,3.0,94117,San Francisco,CA
t-mobile,20097,2026-02-22T00:10:52+00:00,desktop,981,5G Home Internet,35.28,-80.76,4460243.0,89,ip,21928.0,119149.0,28213,Charlotte,NC
t-mobile,20097,2026-02-22T00:11:16+00:00,mobile,981,5G Home Internet,33.96,-118.27,5368361.0,89,ip,21928.0,16.0,90003,Los Angeles,CA
t-mobile,20097,2026-02-22T00:14:24+00:00,mobile,981,5G Home Internet,41.42,-81.78,5150529.0,89,device,6167.0,14.0,44130,Cleveland,OH
t-mobile,20097,2026-02-22T00:18:56+00:00,mobile,981,5G Home Internet,33.39,-111.92,5317058.0,89,ip,21928.0,16.0,85282,Tempe,AZ
t-mobile,20097,2026-02-22T00:20:50+00:00,mobile,981,5G Home Internet,34.73,-92.34,4119403.0,89,ip,6167.0,151547.0,72204,Little Rock,AR
t-mobile,20097,2026-02-22T00:20:57+00:00,mobile,981,5G Home Internet,33.41,-111.84,5304391.0,89,device,13335.0,118997.0,85210,Mesa,AZ
t-mobile,20097,2026-02-22T00:21:25+00:00,mobile,8,Mobile Internet,44.98,-93.26,,89,ip,22394.0,141.0,55401,Minneapolis,MN
t-mobile,20097,2026-02-22T00:21:56+00:00,mobile,981,5G Home Internet,32.16,-110.93,5318320.0,89,device,22773.0,22.0,85706,Tucson,AZ
t-mobile,20097,2026-02-22T00:22:15+00:00,desktop,981,5G Home Internet,47.45,-122.27,5809844.0,89,ip,21928.0,16.0,98188,Seattle,WA
t-mobile,20097,2026-02-22T00:24:54+00:00,mobile,981,5G Home Internet,39.23,-84.46,4508722.0,89,ip,10796.0,38177.0,45215,Cincinnati,OH
t-mobile,20097,2026-02-22T00:30:17+00:00,mobile,14,No Signal,38.01,-78.51,4752031.0,89,device,36183.0,118997.0,22902,Charlottesville,VA
t-mobile,20097,2026-02-22T00:33:04+00:00,mobile,981,5G Home Internet,35.29,-80.82,4460243.0,89,ip,6167.0,14.0,28269,Charlotte,NC
t-mobile,20097,2026-02-22T00:35:33+00:00,mobile,14,No Signal,26.24,-98.26,4709796.0,89,device,54113.0,118997.0,78501,Mcallen,TX
t-mobile,20097,2026-02-22T00:40:55+00:00,mobile,14,No Signal,38.21,-104.53,5435477.0,89,device,21928.0,119149.0,81006,Pueblo,CO
t-mobile,20097,2026-02-22T00:43:39+00:00,mobile,9,Mobile Phone,28.49,-81.41,4167147.0,89,ip,21928.0,16.0,32839,Orlando,FL
t-mobile,20097,2026-02-22T00:44:09+00:00,mobile,916,Mobile App,33.19,-96.13,4695066.0,89,ip,11427.0,38177.0,75401,Greenville,TX
t-mobile,20097,2026-02-22T00:45:25+00:00,mobile,7,TV Streaming,38.07,-84.45,4297999.0,89,device,21928.0,16.0,40505,Lexington,KY
t-mobile,20097,2026-02-22T00:48:14+00:00,mobile,981,5G Home Internet,33.75,-84.39,4180439.0,89,ip,13335.0,118997.0,30303,Atlanta,GA
t-mobile,20097,2026-02-22T00:48:35+00:00,mobile,916,Mobile App,42.27,-85.67,4997787.0,89,device,20115.0,38177.0,49009,Kalamazoo,MI
t-mobile,20097,2026-02-22T00:48:42+00:00,mobile,981,5G Home Internet,41.25,-80.85,5175865.0,89,device,6167.0,14.0,44485,Warren,OH
t-mobile,20097,2026-02-22T00:50:19+00:00,mobile,981,5G Home Internet,28.02,-82.46,4174757.0,89,ip,21928.0,16.0,33604,Tampa,FL
t-mobile,20097,2026-02-22T00:53:08+00:00,mobile,981,5G Home Internet,34.03,-118.18,5344994.0,89,ip,13335.0,118997.0,90023,Los Angeles,CA
t-mobile,20097,2026-02-22T00:53:11+00:00,mobile,981,5G Home Internet,41.73,-86.25,4926563.0,89,device,21928.0,119149.0,46637,South Bend,IN
t-mobile,20097,2026-02-22T00:53:37+00:00,mobile,981,5G Home Internet,28.97,-80.9,7216919.0,89,device,21928.0,16.0,32141,Edgewater,FL
t-mobile,20097,2026-02-22T00:56:43+00:00,mobile,981,5G Home Internet,40.68,-73.88,5110302.0,89,ip,21928.0,16.0,11208,Brooklyn,NY
t-mobile,20097,2026-02-22T00:57:30+00:00,mobile,9,Mobile Phone,33.69,-84.45,4180439.0,89,ip,21928.0,16.0,30344,Atlanta,GA
t-mobile,20097,2026-02-22T00:58:27+00:00,mobile,981,5G Home Internet,33.46,-84.78,4212684.0,89,device,6167.0,14.0,30263,Newnan,GA
t-mobile,20097,2026-02-22T01:00:05+00:00,desktop,981,5G Home Internet,33.56,-112.08,5308655.0,89,device,22773.0,22.0,85021,Phoenix,AZ
t-mobile,20097,2026-02-22T01:00:43+00:00,mobile,981,5G Home Internet,41.25,-80.77,5175865.0,89,device,21928.0,16.0,44483,Warren,OH
t-mobile,20097,2026-02-22T01:01:17+00:00,mobile,981,5G Home Internet,36.18,-86.73,4644585.0,89,ip,21928.0,16.0,37206,Nashville,TN
t-mobile,20097,2026-02-22T01:02:25+00:00,mobile,981,5G Home Internet,40.8,-73.98,5128581.0,89,ip,21928.0,16.0,,,
t-mobile,20097,2026-02-22T01:04:38+00:00,mobile,981,5G Home Internet,31.8,-106.17,5520993.0,89,device,11427.0,38177.0,79938,El Paso,TX
t-mobile,20097,2026-02-22T01:06:42+00:00,mobile,981,5G Home Internet,28.49,-82.54,4173841.0,89,device,53366.0,,34609,Spring Hill,FL
t-mobile,20097,2026-02-22T01:07:30+00:00,mobile,981,5G Home Internet,36.55,-76.23,4752187.0,89,device,21928.0,119149.0,27958,Moyock,NC
t-mobile,20097,2026-02-22T01:08:04+00:00,mobile,981,5G Home Internet,36.51,-76.14,4481150.0,89,device,21928.0,119149.0,27958,Moyock,NC
t-mobile,20097,2026-02-22T01:09:10+00:00,mobile,981,5G Home Internet,39.96,-75.2,4560349.0,89,ip,21928.0,16.0,19104,Philadelphia,PA
t-mobile,20097,2026-02-22T01:09:26+00:00,mobile,981,5G Home Internet,35.99,-80.05,4471025.0,89,device,22709.0,142248.0,27265,High Point,NC
t-mobile,20097,2026-02-22T01:15:29+00:00,mobile,981,5G Home Internet,45.06,-93.34,5037649.0,89,ip,21928.0,16.0,55429,Minneapolis,MN
t-mobile,20097,2026-02-22T01:15:33+00:00,mobile,981,5G Home Internet,41.73,-86.25,4926563.0,89,device,21928.0,119149.0,46637,South Bend,IN
t-mobile,20097,2026-02-22T01:15:54+00:00,mobile,14,No Signal,39.92,-82.87,4509177.0,89,ip,6167.0,14.0,43232,Columbus,OH
t-mobile,20097,2026-02-22T01:16:51+00:00,mobile,981,5G Home Internet,40.68,-80.21,5190462.0,89,ip,6167.0,14.0,15042,Freedom,PA
t-mobile,20097,2026-02-22T01:18:10+00:00,tablet,7,TV Streaming,28.55,-82.5,4148986.0,89,device,21928.0,16.0,34613,Brooksville,FL
t-mobile,20097,2026-02-22T01:19:00+00:00,mobile,981,5G Home Internet,21.42,-157.8,5848189.0,89,device,21928.0,16.0,96744,Kaneohe,HI
t-mobile,20097,2026-02-22T01:20:30+00:00,desktop,981,5G Home Internet,31.09,-97.36,4735966.0,89,ip,11427.0,38177.0,76504,Temple,TX
t-mobile,20097,2026-02-22T01:24:27+00:00,mobile,9,Mobile Phone,40.63,-73.6,4984802.0,89,device,6128.0,34.0,11510,Baldwin,NY
t-mobile,20097,2026-02-22T01:25:49+00:00,mobile,981,5G Home Internet,32.44,-97.72,4694459.0,89,device,6167.0,14.0,76049,Granbury,TX
t-mobile,20097,2026-02-22T01:29:09+00:00,mobile,981,5G Home Internet,35.24,-80.74,4460243.0,89,ip,21928.0,16.0,28215,Charlotte,NC
t-mobile,20097,2026-02-22T01:32:40+00:00,mobile,981,5G Home Internet,35.08,-89.86,4641239.0,89,ip,7018.0,13.0,38119,Memphis,TN
t-mobile,20097,2026-02-22T01:33:16+00:00,mobile,981,5G Home Internet,34.86,-82.36,4580543.0,89,device,21928.0,119149.0,29607,Greenville,SC
t-mobile,20097,2026-02-22T01:34:57+00:00,mobile,981,5G Home Internet,35.19,-89.81,4641239.0,89,device,7018.0,126384.0,38133,Memphis,TN
t-mobile,20097,2026-02-22T01:35:43+00:00,mobile,9,Mobile Phone,34.62,-98.45,4540737.0,89,ip,11976.0,3201.0,73505,Lawton,OK
t-mobile,20097,2026-02-22T01:36:05+00:00,mobile,10,Texting / SMS,36.29,-115.29,5506956.0,89,device,13335.0,118997.0,89149,Las Vegas,NV
t-mobile,20097,2026-02-22T01:39:31+00:00,desktop,14,No Signal,29.63,-95.35,4699066.0,89,ip,7018.0,126652.0,77048,Houston,TX
t-mobile,20097,2026-02-22T01:39:56+00:00,mobile,981,5G Home Internet,41.13,-74.0,5128481.0,89,device,21928.0,16.0,10956,New City,NY
t-mobile,20097,2026-02-22T01:40:29+00:00,mobile,981,5G Home Internet,38.21,-85.63,4299276.0,89,ip,21928.0,16.0,40220,Louisville,KY
t-mobile,20097,2026-02-22T01:41:51+00:00,mobile,981,5G Home Internet,40.44,-79.99,5206379.0,89,ip,21928.0,16.0,15219,Pittsburgh,PA
t-mobile,20097,2026-02-22T01:42:21+00:00,mobile,981,5G Home Internet,44.17,-121.27,5713587.0,89,device,21928.0,16.0,97703,,
t-mobile,20097,2026-02-22T01:42:59+00:00,mobile,981,5G Home Internet,34.05,-118.24,5368361.0,89,ip,60068.0,126453.0,90012,Los Angeles,CA
t-mobile,20097,2026-02-22T01:45:00+00:00,mobile,981,5G Home Internet,33.39,-111.99,5308655.0,89,device,9009.0,142277.0,85042,Phoenix,AZ
t-mobile,20097,2026-02-22T01:45:01+00:00,mobile,9,Mobile Phone,35.9,-78.69,4487042.0,89,device,21928.0,16.0,27613,Raleigh,NC
t-mobile,20097,2026-02-22T01:45:24+00:00,mobile,981,5G Home Internet,27.04,-81.97,4146206.0,89,device,21928.0,119149.0,34269,Arcadia,FL
t-mobile,20097,2026-02-22T01:45:55+00:00,mobile,981,5G Home Internet,28.52,-81.45,4167147.0,89,ip,21928.0,16.0,32811,Orlando,FL
t-mobile,20097,2026-02-22T01:46:31+00:00,mobile,981,5G Home Internet,38.07,-78.91,4792522.0,89,device,21928.0,16.0,22980,Waynesboro,VA
t-mobile,20097,2026-02-22T01:46:53+00:00,desktop,981,5G Home Internet,39.73,-76.84,4558236.0,89,device,7018.0,13.0,17327,Glen Rock,PA
t-mobile,20097,2026-02-22T01:50:54+00:00,mobile,981,5G Home Internet,36.1,-115.14,5506956.0,89,ip,21928.0,16.0,89119,Las Vegas,NV
t-mobile,20097,2026-02-22T01:51:13+00:00,mobile,981,5G Home Internet,27.34,-82.44,4172131.0,89,device,6167.0,14.0,34240,Sarasota,FL
t-mobile,20097,2026-02-22T01:51:17+00:00,mobile,981,5G Home Internet,45.02,-93.3,5037649.0,89,ip,21928.0,16.0,55412,Minneapolis,MN
t-mobile,20097,2026-02-22T01:54:22+00:00,mobile,8,Mobile Internet,33.69,-84.45,4180439.0,89,ip,21928.0,16.0,30344,Atlanta,GA
t-mobile,20097,2026-02-22T01:55:19+00:00,desktop,7,TV Streaming,37.23,-93.27,4409896.0,89,device,21928.0,16.0,65803,Springfield,MO
t-mobile,20097,2026-02-22T01:56:44+00:00,mobile,981,5G Home Internet,39.42,-77.29,4400435.0,89,device,13335.0,118997.0,21774,New Market,MD
t-mobile,20097,2026-02-22T01:57:27+00:00,mobile,981,5G Home Internet,28.08,-82.48,4174757.0,89,ip,21928.0,16.0,33613,Tampa,FL
t-mobile,20097,2026-02-22T01:59:27+00:00,mobile,981,5G Home Internet,41.24,-80.79,5175865.0,89,device,36183.0,118997.0,44483,Warren,OH
t-mobile,20097,2026-02-22T02:00:06+00:00,mobile,8,Mobile Internet,26.31,-98.62,4722837.0,89,device,11427.0,38177.0,78582,Rio Grande City,TX
t-mobile,20097,2026-02-22T02:01:45+00:00,mobile,8,Mobile Internet,25.77,-80.19,4164138.0,89,ip,141039.0,126513.0,33131,Miami,FL
t-mobile,20097,2026-02-22T02:02:30+00:00,mobile,14,No Signal,33.69,-84.29,4191124.0,89,device,7018.0,126384.0,30034,Decatur,GA
t-mobile,20097,2026-02-22T02:02:33+00:00,mobile,981,5G Home Internet,36.92,-121.75,5407529.0,89,device,21928.0,16.0,95076,Watsonville,CA
t-mobile,20097,2026-02-22T02:03:40+00:00,mobile,8,Mobile Internet,21.35,-157.87,5856195.0,89,ip,21928.0,16.0,96819,Honolulu,HI
t-mobile,20097,2026-02-22T02:04:07+00:00,mobile,981,5G Home Internet,25.58,-80.35,6332309.0,89,device,21928.0,119149.0,33189,Miami,FL
t-mobile,20097,2026-02-22T02:04:34+00:00,mobile,8,Mobile Internet,36.5,-76.14,4481150.0,89,device,6167.0,14.0,27958,Moyock,NC
t-mobile,20097,2026-02-22T02:04:53+00:00,mobile,981,5G Home Internet,37.25,-93.27,4409896.0,89,device,21928.0,16.0,65803,Springfield,MO
t-mobile,20097,2026-02-22T02:05:08+00:00,desktop,14,No Signal,26.14,-80.17,4155966.0,89,ip,21928.0,16.0,33311,Fort Lauderdale,FL
t-mobile,20097,2026-02-22T02:05:32+00:00,mobile,981,5G Home Internet,34.81,-77.42,4473083.0,89,device,54113.0,118997.0,28546,Jacksonville,NC
t-mobile,20097,2026-02-22T02:06:58+00:00,mobile,981,5G Home Internet,40.04,-75.18,4560349.0,89,ip,21928.0,16.0,19144,Philadelphia,PA
t-mobile,20097,2026-02-22T02:07:15+00:00,mobile,981,5G Home Internet,32.78,-96.8,4684888.0,89,ip,14593.0,115554.0,75202,Dallas,TX
t-mobile,20097,2026-02-22T02:08:11+00:00,desktop,8,Mobile Internet,29.75,-95.45,4699066.0,89,device,6167.0,14.0,77027,Houston,TX
t-mobile,20097,2026-02-22T02:08:59+00:00,mobile,981,5G Home Internet,40.61,-74.0,5145066.0,89,device,21928.0,119149.0,11214,Brooklyn,NY
t-mobile,20097,2026-02-22T02:11:13+00:00,mobile,981,5G Home Internet,48.34,-116.56,5606401.0,89,device,208172.0,126558.0,83864,Sandpoint,ID
t-mobile,20097,2026-02-22T02:12:25+00:00,mobile,981,5G Home Internet,27.84,-82.78,4172434.0,89,device,141039.0,126513.0,33772,Seminole,FL
t-mobile,20097,2026-02-22T02:12:25+00:00,desktop,8,Mobile Internet,33.84,-84.21,4227213.0,89,device,21928.0,16.0,30084,Tucker,GA
t-mobile,20097,2026-02-22T02:16:44+00:00,mobile,981,5G Home Internet,38.86,-76.98,4140963.0,89,ip,21928.0,16.0,20020,Washington,DC
t-mobile,20097,2026-02-22T02:18:16+00:00,mobile,981,5G Home Internet,27.34,-82.42,4172131.0,89,device,21928.0,16.0,34240,Sarasota,FL
t-mobile,20097,2026-02-22T02:18:16+00:00,mobile,9,Mobile Phone,32.92,-86.68,4055577.0,89,device,397976.0,79840.0,35045,Clanton,AL
t-mobile,20097,2026-02-22T02:18:36+00:00,mobile,981,5G Home Internet,31.53,-110.26,5314328.0,89,device,6167.0,14.0,85635,Sierra Vista,AZ
t-mobile,20097,2026-02-22T02:18:57+00:00,tablet,8,Mobile Internet,41.28,-88.21,4916740.0,89,device,7922.0,3.0,60408,Braidwood,IL
t-mobile,20097,2026-02-22T02:21:53+00:00,desktop,981,5G Home Internet,37.97,-84.5,4297999.0,89,device,6167.0,14.0,40517,Lexington,KY
t-mobile,20097,2026-02-22T02:22:17+00:00,mobile,981,5G Home Internet,24.57,-81.76,4160812.0,89,device,21928.0,16.0,33040,Key West,FL
t-mobile,20097,2026-02-22T02:22:51+00:00,mobile,981,5G Home Internet,21.42,-157.8,5848189.0,89,device,21928.0,16.0,96744,Kaneohe,HI
t-mobile,20097,2026-02-22T02:23:32+00:00,mobile,981,5G Home Internet,36.86,-82.77,4747554.0,89,device,21928.0,16.0,24219,Big Stone Gap,VA
t-mobile,20097,2026-02-22T02:25:32+00:00,mobile,981,5G Home Internet,28.03,-82.68,4166936.0,89,device,21928.0,16.0,34677,Oldsmar,FL
t-mobile,20097,2026-02-22T02:26:16+00:00,mobile,9,Mobile Phone,28.05,-82.55,4174757.0,89,device,5650.0,10.0,33625,Tampa,FL
t-mobile,20097,2026-02-22T02:26:52+00:00,mobile,981,5G Home Internet,26.57,-81.97,4149962.0,89,device,21928.0,16.0,33904,Cape Coral,FL
t-mobile,20097,2026-02-22T02:29:16+00:00,mobile,981,5G Home Internet,44.94,-93.22,5037649.0,89,ip,6167.0,14.0,55406,Minneapolis,MN
t-mobile,20097,2026-02-22T02:29:43+00:00,mobile,981,5G Home Internet,33.37,-111.93,5317058.0,89,ip,21928.0,16.0,85283,Tempe,AZ
t-mobile,20097,2026-02-22T02:30:42+00:00,desktop,1867,T-Life App,41.88,-87.63,4887398.0,89,ip,22616.0,8750.0,60603,Chicago,IL
t-mobile,20097,2026-02-22T02:31:57+00:00,mobile,981,5G Home Internet,39.44,-83.34,4513294.0,89,device,21928.0,119149.0,45123,Greenfield,OH
t-mobile,20097,2026-02-22T02:32:49+00:00,mobile,9,Mobile Phone,34.05,-81.11,4575352.0,89,ip,21928.0,16.0,29210,Columbia,SC
t-mobile,20097,2026-02-22T02:34:14+00:00,desktop,981,5G Home Internet,32.22,-110.91,5318320.0,89,device,21928.0,16.0,85716,Tucson,AZ
t-mobile,20097,2026-02-22T02:36:24+00:00,mobile,9,Mobile Phone,33.45,-112.08,5308655.0,89,ip,21928.0,16.0,85003,Phoenix,AZ
t-mobile,20097,2026-02-22T02:37:00+00:00,desktop,14,No Signal,31.31,-89.38,4429295.0,89,ip,7922.0,3.0,39402,Hattiesburg,MS
t-mobile,20097,2026-02-22T02:37:55+00:00,desktop,9,Mobile Phone,27.71,-82.35,4174317.0,89,ip,33363.0,38177.0,33573,Sun City Center,FL
t-mobile,20097,2026-02-22T02:38:05+00:00,mobile,981,5G Home Internet,41.9,-84.05,4983811.0,89,device,21928.0,16.0,49221,Adrian,MI
t-mobile,20097,2026-02-22T02:38:34+00:00,mobile,10,Texting / SMS,33.02,-83.54,4197938.0,89,ip,7029.0,76.0,31032,Gray,GA
t-mobile,20097,2026-02-22T02:39:19+00:00,mobile,981,5G Home Internet,30.1,-93.77,4716805.0,89,device,21928.0,16.0,77630,Orange,TX
t-mobile,20097,2026-02-22T02:39:46+00:00,mobile,8,Mobile Internet,39.07,-94.54,4393217.0,89,ip,21928.0,16.0,64128,Kansas City,MO
t-mobile,20097,2026-02-22T02:43:43+00:00,mobile,981,5G Home Internet,42.23,-84.41,4997384.0,89,ip,7018.0,126384.0,49203,Jackson,MI
t-mobile,20097,2026-02-22T02:44:00+00:00,mobile,14,No Signal,35.45,-97.47,4544349.0,89,device,21928.0,119149.0,73129,Oklahoma City,OK
t-mobile,20097,2026-02-22T02:44:53+00:00,mobile,981,5G Home Internet,44.98,-93.26,,89,ip,21928.0,16.0,55401,Minneapolis,MN
t-mobile,20097,2026-02-22T02:45:23+00:00,mobile,14,No Signal,30.62,-90.4,4331771.0,89,device,20115.0,38177.0,70446,Loranger,LA
t-mobile,20097,2026-02-22T02:45:50+00:00,mobile,8,Mobile Internet,26.18,-80.17,4155966.0,89,ip,21928.0,16.0,33309,Fort Lauderdale,FL
t-mobile,20097,2026-02-22T02:47:48+00:00,mobile,8,Mobile Internet,26.37,-81.75,4148533.0,89,device,21928.0,16.0,34135,Bonita Springs,FL
t-mobile,20097,2026-02-22T02:48:36+00:00,mobile,916,Mobile App,35.47,-97.18,4538346.0,89,device,21928.0,119149.0,73045,Harrah,OK
t-mobile,20097,2026-02-22T02:49:22+00:00,mobile,981,5G Home Internet,33.73,-116.98,5356277.0,89,device,21928.0,16.0,92543,Hemet,CA
t-mobile,20097,2026-02-22T02:49:43+00:00,desktop,6,Website,44.83,-93.44,5025219.0,89,ip,394056.0,,55347,Eden Prairie,MN
t-mobile,20097,2026-02-22T02:49:47+00:00,mobile,9,Mobile Phone,30.49,-90.46,4326868.0,89,device,5009.0,,70403,Hammond,LA
t-mobile,20097,2026-02-22T02:51:10+00:00,mobile,981,5G Home Internet,32.38,-106.73,5475352.0,89,device,21928.0,16.0,88012,Las Cruces,NM
t-mobile,20097,2026-02-22T02:51:27+00:00,mobile,981,5G Home Internet,27.46,-82.61,4148708.0,89,device,21928.0,119149.0,34210,Bradenton,FL
t-mobile,20097,2026-02-22T02:51:33+00:00,mobile,981,5G Home Internet,26.68,-82.03,4149962.0,89,ip,21928.0,16.0,33993,Cape Coral,FL
t-mobile,20097,2026-02-22T02:51:59+00:00,desktop,981,5G Home Internet,39.65,-104.81,5412347.0,89,device,21928.0,16.0,80013,Aurora,CO
t-mobile,20097,2026-02-22T02:52:05+00:00,mobile,981,5G Home Internet,39.71,-104.93,5419384.0,89,ip,21928.0,16.0,80246,Denver,CO
t-mobile,20097,2026-02-22T02:52:27+00:00,desktop,981,5G Home Internet,35.32,-80.75,4460243.0,89,ip,21928.0,119149.0,28262,Charlotte,NC
t-mobile,20097,2026-02-22T02:54:38+00:00,mobile,981,5G Home Internet,33.75,-79.02,4575461.0,89,device,6167.0,14.0,29526,Conway,SC
t-mobile,20097,2026-02-22T02:55:42+00:00,mobile,8,Mobile Internet,35.45,-97.47,4544349.0,89,device,21928.0,16.0,73129,Oklahoma City,OK
t-mobile,20097,2026-02-22T02:56:31+00:00,mobile,981,5G Home Internet,41.9,-87.76,4887398.0,89,device,21928.0,16.0,60651,Chicago,IL
t-mobile,20097,2026-02-22T02:58:57+00:00,mobile,981,5G Home Internet,41.25,-80.83,5175865.0,89,device,21928.0,16.0,44483,Warren,OH
t-mobile,20097,2026-02-22T02:59:20+00:00,tablet,981,5G Home Internet,42.42,-83.19,4990729.0,89,ip,21928.0,16.0,48235,Detroit,MI
t-mobile,20097,2026-02-22T03:03:17+00:00,mobile,981,5G Home Internet,40.22,-80.19,5183161.0,89,device,21928.0,16.0,15317,Canonsburg,PA
t-mobile,20097,2026-02-22T03:03:47+00:00,mobile,10,Texting / SMS,32.64,-83.64,4229476.0,89,ip,13335.0,118997.0,31093,Warner Robins,GA
t-mobile,20097,2026-02-22T03:05:16+00:00,mobile,981,5G Home Internet,36.22,-86.77,4644585.0,89,ip,21928.0,16.0,37207,Nashville,TN
t-mobile,20097,2026-02-22T03:05:25+00:00,mobile,981,5G Home Internet,27.99,-82.4,4174757.0,89,ip,21928.0,16.0,33610,Tampa,FL
t-mobile,20097,2026-02-22T03:07:13+00:00,mobile,8,Mobile Internet,37.71,-97.37,4281730.0,89,device,60068.0,126453.0,67203,Wichita,KS
t-mobile,20097,2026-02-22T03:10:49+00:00,mobile,981,5G Home Internet,40.03,-75.12,4560349.0,89,ip,21928.0,16.0,19120,Philadelphia,PA
t-mobile,20097,2026-02-22T03:11:52+00:00,mobile,981,5G Home Internet,36.49,-76.13,4481150.0,89,device,21928.0,16.0,27958,Moyock,NC
t-mobile,20097,2026-02-22T03:14:19+00:00,desktop,9,Mobile Phone,35.76,-78.71,4487042.0,89,ip,7018.0,126384.0,27606,Raleigh,NC
t-mobile,20097,2026-02-22T03:15:16+00:00,mobile,981,5G Home Internet,40.44,-79.96,5206379.0,89,ip,21928.0,16.0,15213,Pittsburgh,PA
t-mobile,20097,2026-02-22T03:17:31+00:00,mobile,981,5G Home Internet,29.65,-82.3,4156404.0,89,device,21928.0,16.0,32641,Gainesville,FL
t-mobile,20097,2026-02-22T03:17:32+00:00,tablet,981,5G Home Internet,37.49,-97.24,4276017.0,89,device,21928.0,16.0,67110,Mulvane,KS
